aspect_id,performance_id,section,aspect_num,aspect_desc,info_flag,credit_flag,base_value,factor,goe,ref,scores_of_panel
7e9ac23197,a7bc0fe783,elements,7,CoSp,,,0.0,,0.0,,0.0
7ea2b91e88,0c564afae2,elements,7,CCoSp1,,,2.0,,0.0,,2.0
7f009354e8,8ba3b27b44,components,,Skating Skills,,,,1.7,,,3.58
7f091fba2b,cf4a8f5a11,components,,Performance,,,,0.5,,,2.17
7f16b3f2f7,691b4ec933,elements,4,CSSp1,,,1.9,,0.13,,2.03
7f19eec5af,b39f0c7a73,elements,,,,,10.12,,,,9.48
7f2242c5e3,66f3ec43a4,components,,Performance,,,,1.0,,,1.92
7f26d5b7c4,a5c1f37deb,elements,2,1F+1T,,,0.9,,0.03,,0.93
7f2ca38277,4b70ebcfc8,elements,8,2Lo+1A+SEQ,,,2.24,,0.17,,2.41
7f3e0236bf,b0ea6cd006,elements,2,1F,,,0.5,,-0.02,,0.48
7f44d3aa99,187926d92c,elements,7,SSpB,,,1.1,,0.04,,1.14
7f560beb27,6a777fab56,elements,3,2Loq,q,,1.7,,-0.85,,0.85
7f57467e1d,5079779ad0,elements,6,StSq1,,,1.8,,-0.24,,1.56
7f68a40d64,ebdfb1fe5d,components,,Skating Skills,,,,2.5,,,1.92
7f801cc102,f867ec6a25,elements,3,SSp1,,,1.3,,-0.04,,1.26
7fb16dedfa,0ffb75eb13,elements,4,CCoSp2,,,2.5,,0.5,,3.0
7feaac37e2,d65f420a31,elements,8,2A+1Eu+2S,,x,5.61,,0.0,,5.61
7ff2ab1e84,a0fcaf550f,components,,Skating Skills,,,,2.5,,,2.17
7ffbf608b0,691b4ec933,elements,5,StSqB,,,1.5,,-0.05,,1.45
8008a8efbf,1364f78a5a,elements,7,CSSp2,,,2.3,,0.46,,2.76
8012a762a6,09668c6244,elements,1,2F<<,<<,,0.5,,-0.25,,0.25
80166ee508,6cb1cff485,elements,2,1A+1T,,,1.5,,0.0,,1.5
8023fbb932,79160f6de0,elements,1,1A,,,1.1,,-0.44,,0.66
80344a8b5a,b0b5045921,elements,7,1F,,,0.5,,-0.25,,0.25
8047eb6bf6,fdf4edffc3,elements,6,2Fq,q,,1.8,,-0.36,,1.44
805cc8bf13,aff9b058c5,elements,5,1F+1Lo,,,1.0,,0.0,,1.0
808ccc449b,4c0441afdc,components,,Transitions,,,,1.0,,,1.17
80d727595d,e4f470c534,components,,Skating Skills,,,,2.0,,,3.75
80dd91e5c1,78439e5881,elements,4,USpB,,,1.0,,-0.07,,0.93
8105d65bf8,625f546e5b,elements,3,CoSpB,,,1.5,,0.05,,1.55
8109c191a1,e4f470c534,elements,2,2A<<,<<,,1.1,,-0.37,,0.73
8123cdd4cd,4c0441afdc,components,,Skating Skills,,,,1.0,,,1.58
812c725a42,daf3d8af16,components,,Skating Skills,,,,2.5,,,3.33
81332d94a8,66f7086436,elements,3,2F,,,1.8,,-0.18,,1.62
8160256fd5,21f63f5406,components,,Skating Skills,,,,2.5,,,3.25
81624effcc,d57ab95a95,components,,Skating Skills,,,,1.7,,,3.5
81976b00bf,fdcad27a48,components,,Performance,,,,0.5,,,1.67
81982a6090,84b68ab78e,elements,4,StSqB,,,1.5,,-0.15,,1.35
81aeb7257b,b25f4e7261,elements,8,SSpB,,,1.1,,0.11,,1.21
81b4be4ef1,4c23f1e6af,elements,3,StSq1,,,1.8,,0.0,,1.8
81bded8092,0ffb75eb13,components,,Performance,,,,1.7,,,3.33
81c151f371,a69a41a5c0,elements,3,StSqB,,,1.5,,-0.3,,1.2
81cdaf4532,9d20ee1f99,elements,2,USp1,,,1.2,,-0.08,,1.12
81dbb798ad,4c0441afdc,elements,2,1S+1T,,x,1.6,,-0.08,,1.52
81dfe354e2,36512b63e8,elements,5,StSq2,,,2.6,,0.09,,2.69
81e24f1481,bc646e0acc,components,,Skating Skills,,,,2.0,,,3.33
81eb809546,9e9f633dd0,elements,1,1A+2T,,,2.4,,0.04,,2.44
81f97739e2,d6bf443adb,elements,7,1A,,,1.1,,0.04,,1.14
82553038f6,d605f101cb,elements,,,,,16.53,,,,14.29
826dedafea,66f7086436,elements,6,2S,,,1.3,,-0.13,,1.17
827ec5c582,85908e5dc9,elements,2,1Lz,,,0.6,,-0.02,,0.58
828272d898,40c6d61954,elements,2,1Lz!+1A+SEQ,!,,1.36,,-0.4,,0.96
829ed4a3de,d57ab95a95,elements,6,2F!<<,<<,,0.5,,-0.22,,0.28
82a89900c4,5f97c67dff,components,,Performance,,,,2.5,,,3.58
82cb03d5c9,c54b30abc5,elements,4,2S+2T<,<,,2.34,,-0.52,,1.82
82d72c1ea5,6bf59c1925,components,,Transitions,,,,1.0,,,2.08
82e1604509,5f71ecc439,elements,3,1A+1Lo,,,1.6,,0.0,,1.6
82fd89cd5e,09d12c982d,elements,6,CCoSp2,,,2.5,,0.0,,2.5
8300d0b361,fdf4edffc3,elements,7,1A+1Lo,,,1.6,,0.0,,1.6
831239f917,5f97c67dff,elements,3,2Lo+1A+SEQ,,,2.24,,0.0,,2.24
8328f8d59e,4371e4dcd8,elements,5,CoSp1V,,,1.28,,-0.04,,1.24
832bbc5163,6c858bc0ee,elements,3,1F+1Lo,,x,2.0,,-0.25,,1.75
832e471cce,e4ca76a2ba,elements,4,CCoSp1V,,,1.5,,0.0,,1.5
833412d8fb,8b7c4d645b,elements,3,1A+SEQ+1Lo*,*,,0.88,,-0.4,,0.48
834a3019fe,370a5f0ae0,components,,Interpretation of the Music,,,,2.0,,,3.25
83601977f8,1fedb6444f,components,,Interpretation,,,,1.0,,,2.33
836e6eb751,f1b4bbab50,elements,,,,,9.5,,,,9.06
837f1aca59,eb7b8172b4,components,,Interpretation,,,,0.5,,,2.0
838d9d0141,e4710f75b9,elements,4,StSqB,,,1.5,,-0.15,,1.35
8391cc0f99,a03453249b,components,,Interpretation,,,,1.0,,,1.17
839792a5b0,e3978df89c,components,,Performance,,,,2.5,,,2.33
8398a631ca,bc646e0acc,elements,2,StSq2,,,2.6,,0.09,,2.69
839a87bec5,f55a85f262,components,,Performance,,,,2.5,,,2.25
83b9f5082a,3ca64d170d,elements,2,StSqB,,,1.5,,-0.15,,1.35
83dcae3d4a,b39f0c7a73,components,,Performance,,,,2.5,,,3.0
83eb52be3a,3525629243,elements,1,SSpB,,,1.1,,0.04,,1.14
83f1365de0,3be861abff,components,,Interpretation,,,,0.5,,,1.92
840daf0885,af590b5650,elements,2,2S+2T,,,2.6,,-0.04,,2.56
840f21a7e1,0da35986de,components,,Skating Skills,,,,2.0,,,3.58
84337cf354,d302863698,elements,5,1S,,x,0.8,,0.0,,0.8
84362b4775,f9c11a575b,elements,6,1A,,,1.1,,0.0,,1.1
84406b7bcd,85908e5dc9,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
844de04184,452f219b70,components,,Transitions,,,,1.0,,,2.08
8457c1d5b5,f8f05265a4,elements,2,1A<<+1T,<<,,0.4,,-0.16,,0.24
846477a9cf,84b3411de6,components,,Skating Skills,,,,2.5,,,3.42
8467ae4491,634e1ea0c5,elements,7,CCoSp2V,,,1.88,,-0.25,,1.63
84704b1fcc,66f7086436,elements,8,1A+2T,,,2.4,,0.04,,2.44
848e20879c,33f558ef67,elements,5,CCoSp2,,,2.5,,-0.25,,2.25
84a74a3846,b2e4ff3ef7,elements,,,,,2.7,,,,2.28
84b7212b33,40e368c142,elements,1,2S,,,1.3,,-0.13,,1.17
84c401ade8,691b4ec933,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
84cb7b25d3,d65f420a31,components,,Transitions,,,,2.0,,,4.19
84dbba2978,d572716b32,elements,2,3T,,,4.2,,-2.1,,2.1
84e1a2e48c,fd1baaedea,elements,9,CSSp3,,,2.6,,0.35,,2.95
84e1e4d780,b07781efa1,elements,8,2Lo,,,1.7,,-0.57,,1.13
84ef8876c9,84b3411de6,elements,5,2S,,,1.3,,-0.26,,1.04
84f4a41edc,c4835cd59a,elements,1,1S+1T<<,<<,x,0.8,,-0.11,,0.69
8510b22cd1,b9306bfa05,elements,4,1Lz+1Lo,,,1.1,,0.02,,1.12
8510ccd633,6672fc7ad8,elements,6,1F+1T,,,0.9,,0.0,,0.9
851786bef2,674cff475c,elements,7,CCoSp2,,,2.5,,-0.25,,2.25
853fd26635,e93cca6a6b,elements,3,StSqB,,,1.5,,-0.05,,1.45
8556e1b1c8,2b688c37f9,elements,5,2F,,,1.8,,-0.24,,1.56
856b518c64,5079779ad0,components,,Skating Skills,,,,0.5,,,1.83
85710f08a5,7986f7aba7,components,,Performance,,,,1.0,,,1.17
857345a1f2,452f219b70,elements,1,1S+1T,,x,1.6,,-0.01,,1.59
85736a049d,f46341d239,components,,Interpretation,,,,1.0,,,2.58
85a04a36f8,4e177c3666,elements,6,1A,,,1.1,,0.11,,1.21
85a96e12f2,e5ee96f372,elements,2,1A+1Lo,,,1.6,,0.0,,1.6
85b0c26ecc,9e9f633dd0,elements,7,CCoSp2,,,2.5,,0.17,,2.67
85e74d37b8,187926d92c,elements,2,1A,,,1.1,,0.0,,1.1
85f588228b,d57ab95a95,elements,1,2T<+1A,<,,2.14,,-0.18,,1.96
8622f2de06,404022f49f,elements,4,1Lo,,x,1.0,,0.0,,1.0
865db013de,dc3293e950,elements,7,CCoSp2,,,2.5,,-0.33,,2.17
865df54e9f,b2e4ff3ef7,elements,2,USp1,,,1.2,,-0.32,,0.88
867211075c,691b4ec933,elements,7,CCoSp2,,,2.5,,-0.25,,2.25
86823397dd,bc646e0acc,elements,7,2T,,,1.3,,0.0,,1.3
869ca8b5b6,eb7b8172b4,components,,Transitions,,,,0.5,,,2.0
86b790b5b7,ab1356cbff,elements,6,1F+1Lo,,,1.0,,0.0,,1.0
8729ab054a,542d4970b9,elements,,,,,13.44,,,,12.01
872a8086fa,bdf0be72a5,elements,5,CoSpB,,,1.5,,0.05,,1.55
872b728564,b384d5c8ff,components,,Performance,,,,2.5,,,2.42
874fe5b71c,aff9b058c5,components,,Skating Skills,,,,2.5,,,3.5
87576ad093,629388fcdd,elements,5,2Lo,,,1.7,,0.0,,1.7
87646bcad4,3cbd6b4227,elements,7,CSSp1,,,1.9,,0.13,,2.03
877108b6a4,4bf723e344,elements,3,FCSSp3,,,2.6,,0.43,,3.03
8782f1411c,3361b743bb,components,,Interpretation of the Music,,,,1.7,,,3.83
87a01b8874,c54b30abc5,elements,8,CSp*,*,,0.0,,0.0,,0.0
87c4299309,79160f6de0,elements,3,CoSpBV,,,1.13,,-0.15,,0.98
87cfaf9c6e,2dbc33070e,elements,3,SSp2,,,1.6,,0.05,,1.65
87ea812056,84b68ab78e,elements,5,1A+1Lo,,,1.6,,0.0,,1.6
87ed6cebee,542d4970b9,elements,4,1F,,,0.5,,-0.22,,0.28
8803319f34,9614d4a18f,elements,5,1A+2Lo,,,2.8,,-0.06,,2.74
8809746fee,d901216749,components,,Performance,,,,2.5,,,2.25
880da5672f,8f57160f29,elements,3,CoSp1,,,1.7,,0.06,,1.76
8810e3cc39,ba712159f7,elements,3,1F+1Lo,,,1.0,,0.0,,1.0
881124d95e,f46341d239,elements,6,1A,,x,2.2,,0.0,,2.2
8818f73969,393e28dca3,components,,Skating Skills,,,,2.5,,,2.5
882633118e,9ff9645f45,elements,,,,,10.8,,,,9.33
883a983db5,5f71ecc439,elements,2,StSq1,,,1.8,,-0.18,,1.62
885e11107f,a7351e5e5c,components,,Skating Skills,,,,2.5,,,2.17
886533c04d,a1d26bc58e,elements,7,2F+2T,,,3.1,,-0.42,,2.68
888b414b1a,c3a061e577,elements,3,CoSpBV,,,1.13,,-0.27,,0.86
888c4f6936,92ced3aafa,elements,1,2F+2T,,,3.1,,0.18,,3.28
888e1d9f4d,92ced3aafa,elements,,,,,17.6,,,,18.27
88aab77f60,9e0c4f3df0,elements,2,2F,,,1.8,,-0.06,,1.74
88cd8464e5,a0fcaf550f,elements,,,,,6.78,,,,5.66
88da3370e5,f8f05265a4,elements,4,StSqB,,,1.5,,-0.35,,1.15
88e10d467b,bafe41e33f,elements,5,SSp2,,,1.6,,-0.11,,1.49
88ed697de0,4e3f545e55,components,,Performance,,,,1.7,,,2.92
88f1036928,ab1356cbff,elements,4,CUSp1,,,1.7,,-0.23,,1.47
88f8c9b700,bfe3387c0e,elements,6,CCoSp2,,,2.5,,0.17,,2.67
890cf69144,87b14d814d,elements,4,1F+1Lo,,,1.0,,0.0,,1.0
8915e0b9be,bf93cb4620,elements,,,,,12.9,,,,11.98
891844841f,870bf02103,components,,Skating Skills,,,,1.0,,,2.08
892da7fd25,8f57160f29,components,,Performance,,,,1.0,,,2.33
892eb49f9b,634e1ea0c5,elements,,,,,12.28,,,,10.78
8932ed1852,21f63f5406,elements,6,2S,,,1.3,,-0.26,,1.04
89559c7d32,40dbb42122,elements,4,SSp1,,,1.3,,-0.04,,1.26
8965589593,97120b733a,elements,7,StSqB,,,1.5,,-0.05,,1.45
8967a6ac52,7877fb591a,elements,5,1T,,x,0.8,,0.0,,0.8
896ed0ce85,e612ea912d,elements,3,1A,,,1.1,,0.0,,1.1
89855dec5c,ce091a973e,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
8994c36478,8469770de1,elements,6,1A+1Lo,,,1.6,,0.11,,1.71
89a73dd745,f7c1f22cf7,elements,6,1A,,,1.1,,-0.11,,0.99
89ae87d921,f9c11a575b,elements,5,2Lo<<,<<,,0.5,,-0.25,,0.25
89cd93c9a8,84b3411de6,elements,2,1A+1Lo,,,1.6,,0.07,,1.67
89dcd9bd3d,e1449cfa76,elements,,,,,6.84,,,,6.78
89e51ae6fd,404022f49f,components,,Transitions,,,,1.0,,,2.33
89e90bbe12,2b688c37f9,components,,Skating Skills,,,,1.7,,,3.58
8a095bcf4f,3ca64d170d,elements,,,,,7.0,,,,6.9
8a2504ada2,e1449cfa76,elements,3,1S<+1T,<,x,1.44,,-0.09,,1.35
8a3b99265e,1524ed743d,elements,3,CSSp1,,,1.9,,0.06,,1.96
8a4e017143,33bd50a7c5,elements,8,CCoSpV,,,0.0,,0.0,,0.0
8a6f53a64b,0826d24021,elements,7,1A+1T,,,1.5,,-0.04,,1.46
8a72217409,1f5bfc6dcb,elements,,,,,12.13,,,,10.71
8a72f516c2,ee7af6ee01,components,,Interpretation of the Music,,,,1.7,,,3.92
8a89a9db00,78439e5881,components,,Skating Skills,,,,1.0,,,1.33
8a8c8c285d,b5cfde33de,elements,8,CSSp2,,,2.3,,0.0,,2.3
8a984cd6fe,404022f49f,components,,Performance,,,,1.0,,,2.25
8aa2ff90bd,89944ec100,elements,1,1A+2Lo<,<,,2.46,,-0.32,,2.14
8aa423dbb5,a0fcaf550f,elements,4,StSq1,,,1.8,,-0.12,,1.68
8aac05ebf1,cf4a8f5a11,elements,4,1A+1T,,,1.5,,-0.07,,1.43
8aacddc3a8,7e94621f24,elements,8,CCoSp1V,,,1.5,,-0.4,,1.1
8ab1a64327,c2b606e2ac,elements,5,StSqB,,,1.5,,-0.15,,1.35
8abb4e9448,430691cdbd,elements,3,StSq1,,,1.8,,0.0,,1.8
8ac35db6bb,6c858bc0ee,components,,Interpretation,,,,1.0,,,2.25
8ac9ed6823,187926d92c,elements,4,StSqB,,,1.5,,-0.2,,1.3
8acd4d7a82,0da9209265,components,,Performance,,,,1.7,,,3.25
8ae054f5b2,87704e367d,elements,4,2Fq,q,,1.8,,-0.9,,0.9
8b0e15c1d6,68f3fb95f9,elements,5,CCoSp2,,,2.5,,0.17,,2.67
8b0fc24fd4,bc9fe94419,components,,Skating Skills,,,,1.8,,,3.58
8b2c4b996b,496298f51c,components,,Skating Skills,,,,2.5,,,2.75
8b4e631c3a,e4f470c534,elements,8,CCoSp2,,,2.5,,-0.75,,1.75
8b51aed5e7,6a777fab56,components,,Skating Skills,,,,1.7,,,3.25
8b74ddc877,3361b743bb,elements,3,CSSp2,,,2.3,,0.15,,2.45
8b7b6b3574,d3abe15c4f,elements,,,,,14.1,,,,13.88
8b8c23ee3a,ce091a973e,elements,6,1A+SEQ+1T*,*,,0.88,,-0.37,,0.51
8b99edebd7,496298f51c,elements,4,StSqB,,,1.5,,0.0,,1.5
8bae7a59f5,2dbc33070e,elements,2,1A+1T,,,1.5,,0.04,,1.54
8bb2c4417d,2217671bc8,elements,2,1A+1Lo,,,1.6,,0.0,,1.6
8bbcdb06c3,506ccbb4da,elements,4,CCoSp2,,,2.5,,0.25,,2.75
8bc8a14b5c,a390cf882d,components,,Interpretation,,,,0.5,,,1.83
8bddb8c77d,fa66b04001,components,,Interpretation of the Music,,,,1.7,,,2.92
8bf10a9567,61da9b2558,elements,2,1A,,,1.1,,0.11,,1.21
8c00745a37,8da29c25af,components,,Performance,,,,2.5,,,2.75
8c08c31a7a,8da29c25af,elements,3,CCoSp1V,,,1.5,,-0.15,,1.35
8c2041102c,a5232a6dbe,components,,Performance,,,,2.5,,,3.5
8c21f26a50,f4220006e6,elements,7,USpB,,,1.0,,-0.07,,0.93
8c4b8b6388,e4ca76a2ba,elements,3,StSqB,,,1.5,,0.0,,1.5
8c6124e9ef,968e4d57bb,elements,3,StSq1,,,1.8,,0.0,,1.8
8c6c0e0f9a,dde37a54b4,elements,5,1Lz+1T,,x,2.0,,-0.06,,1.94
8c6fcd6e15,b384d5c8ff,elements,6,1Lz+1Lo,,,1.1,,0.0,,1.1
8c81c4a4dc,404022f49f,elements,8,SSp1,,,1.3,,-0.13,,1.17
8c8fe1468a,452f219b70,elements,,,,,5.9,,,,5.94
8ca97e3521,bf93cb4620,components,,Performance,,,,2.5,,,3.42
8cc9c5d03a,a703c634fe,elements,5,StSqB,,,1.5,,-0.2,,1.3
8ce714c0f4,78439e5881,elements,1,1T,,,0.4,,-0.01,,0.39
8cf113b5be,f46341d239,elements,4,StSqB,,,1.5,,0.0,,1.5
8cfbe1fa36,bc9fe94419,elements,7,2T,,,1.3,,0.0,,1.3
8cfc6eaf5c,0534227b77,elements,1,1A,,,1.1,,0.0,,1.1
8d088323ba,8a32141694,elements,1,2Lo,,,1.7,,0.0,,1.7
8d0ca9ed0f,7fcd568057,elements,6,1A+1Lo,,,1.6,,0.11,,1.71
8d3f0e9727,2e3942e31a,elements,6,1A,,,1.1,,0.0,,1.1
8d44eb1e24,f13ac394d3,elements,7,CCoSp2,,,2.5,,-0.58,,1.92
8d58d43ffa,496298f51c,elements,,,,,11.0,,,,10.65
8d5ecf7a58,ada16af4a8,elements,2,2S+1T,,,1.7,,-0.04,,1.66
8d6e8742af,802207973b,elements,4,1A+1Lo,,,1.6,,0.07,,1.67
8da5d46c7a,e42e850f18,elements,8,1A+1T,,,1.5,,0.04,,1.54
8dc5b65989,1f5bfc6dcb,elements,2,2Lo<,<,,1.36,,-0.54,,0.82
8dd5a00654,da3c981fc7,elements,4,CCoSp1V,,,1.5,,-0.2,,1.3
8de3d581fb,a1d26bc58e,elements,10,2A+1Eu+2S,,x,5.61,,-1.65,,3.96
8de47172b7,d901216749,elements,6,1A,,,1.1,,-0.18,,0.92
8e0fd2c610,6f0853fe6c,elements,4,1T,,,0.4,,-0.07,,0.33
8e1511572b,1f5bfc6dcb,elements,8,CCoSp1,,,2.0,,0.0,,2.0
8e20cd05c7,a79b4b906f,elements,7,SSp1,,,1.3,,0.0,,1.3
8e4ebc5bea,3bc1afb905,elements,4,1Aq,q,,1.1,,-0.55,,0.55
8e6e4864c1,e4710f75b9,elements,7,1A,,,1.1,,0.04,,1.14
8e708ecf9e,fd533b66e1,elements,1,1A+1Lo,,,1.6,,0.11,,1.71
8e7fc5c376,218952cf6e,elements,7,SSp2,,,1.6,,-0.05,,1.55
8e90e5b173,9ff9645f45,elements,1,2S,,,1.3,,-0.65,,0.65
8e96083de7,6cdcb662e6,elements,3,2S,,,1.3,,0.0,,1.3
8eab54faf6,35efca5388,elements,4,StSqB,,,1.5,,-0.15,,1.35
8eb2d6a6c5,8c6a5f6412,elements,4,2S+1T,,,1.7,,0.04,,1.74
8eb90a003b,481fede470,elements,6,2T,,,1.3,,-0.09,,1.21
8ecc91d134,a0cfe15517,components,,Performance,,,,1.0,,,2.5
8ed096e0eb,bafe41e33f,elements,7,1A,,,1.1,,-0.55,,0.55
8ed988f05f,9660a36d6a,elements,1,1S+1T<<,<<,x,0.8,,-0.17,,0.63
8eeb6c3d6a,98ffda9b32,components,,Interpretation of the Music,,,,1.7,,,3.5
8eff61e968,cfc4314093,elements,2,2Lz,,,2.1,,-0.7,,1.4
8f0e232a40,e42e850f18,elements,3,CSSp2,,,2.3,,0.23,,2.53
8f451509f9,61da9b2558,elements,6,1Lz+1T,,,1.0,,-0.02,,0.98
8f4e2d7c32,2dbc33070e,elements,1,2F<,<,,1.44,,-0.29,,1.15
8f548b5afa,1d3ae89e3d,elements,,,,,19.48,,,,17.54
8f58fa3888,caa1956039,components,,Performance,,,,1.7,,,3.67
8f79546343,22d304974f,elements,3,1A+1Lo,,,1.6,,0.0,,1.6
8f797237da,0534227b77,elements,,,,,9.8,,,,9.11
8f8509c66e,fdf4edffc3,elements,8,CCoSp2,,,2.5,,-0.25,,2.25
8f96467165,0d5207c68e,elements,3,StSqB,,,1.5,,-0.1,,1.4
8fa50f9fe4,51ab4bad49,elements,5,1A+2T,,,2.4,,-0.09,,2.31
8fb0b12d76,0ed96fe179,elements,2,1A+1T,,,1.5,,-0.04,,1.46
8fcd85c221,0534227b77,elements,5,CCoSp2,,,2.5,,-0.08,,2.42
8fd9f2a7ea,316a0a0061,elements,2,2Lo<<,<<,,0.5,,-0.23,,0.27
9011f170bf,ebdc98fb64,elements,3,CCoSp2,,,2.5,,-0.17,,2.33
901b501fd4,1308f16dc4,elements,6,CSp1,,,1.4,,-0.09,,1.31
9023bd42c6,7e997e32e0,components,,Performance,,,,0.5,,,2.83
902536ce59,7ac68ad6f8,elements,2,StSq1,,,1.8,,-0.12,,1.68
90363ee915,bfc79f3591,elements,4,FCSSp1,,,1.9,,0.19,,2.09
906ef58871,8a32141694,elements,6,2S,,,1.3,,0.0,,1.3
9070de57df,36512b63e8,elements,6,2Lz,,,2.1,,0.0,,2.1
90734aa0b9,c4f74b584e,elements,6,1Lo,,x,1.0,,0.05,,1.05
907552da52,7e94621f24,components,,Performance,,,,1.7,,,3.33
9079e7fbc2,84b68ab78e,components,,Skating Skills,,,,2.5,,,2.83
9085582867,b04e49d6df,elements,1,2S+2Lo<,<,,2.66,,-0.63,,2.03
90907dfc80,89944ec100,elements,5,StSqB,,,1.5,,0.05,,1.55
9092bc89f0,6d43103d33,elements,6,1A,,,1.1,,-0.04,,1.06
90b72943dd,7ae96e113c,components,,Performance,,,,1.7,,,3.58
90c6db7b3e,b5cfde33de,components,,Skating Skills,,,,1.7,,,3.42
90dc794993,a5c1f37deb,elements,5,1A,,,1.1,,-0.04,,1.06
91100e2d99,40dbb42122,elements,2,StSqB,,,1.5,,0.0,,1.5
9119b84e7c,ff71273c6a,elements,7,CCoSp1,,,2.0,,-0.07,,1.93
911a109147,d712134c79,elements,8,1A,,,1.1,,-0.15,,0.95
911cfa6919,97120b733a,elements,,,,,9.6,,,,8.92
912a0d2c8e,e612ea912d,elements,6,SSp1,,,1.3,,-0.13,,1.17
912d0b856d,d605f101cb,elements,5,1A+2T<<,<<,,1.5,,-0.51,,0.99
914cff1557,7af3582931,elements,8,2Lo,,,1.7,,0.0,,1.7
915fed2a54,40dbb42122,components,,Interpretation,,,,1.0,,,2.25
91781a44ee,a70f82abb3,elements,2,1F,,,0.5,,0.0,,0.5
919e438e17,68f3fb95f9,components,,Interpretation of the Music,,,,1.7,,,3.67
91c961ff16,aff309cd4b,elements,5,1A+1Lo,,,1.6,,0.0,,1.6
91ccdde0ae,0faf8d7c29,components,,Performance,,,,2.5,,,2.67
91ced73079,1524ed743d,elements,2,2S,,,1.3,,0.04,,1.34
91e7df789a,21f63f5406,elements,7,StSqB,,,1.5,,-0.2,,1.3
9200b3664d,6cdcb662e6,elements,5,1A+1Lo,,,1.6,,0.11,,1.71
9211608027,a7351e5e5c,elements,2,1A,,,1.1,,-0.04,,1.06
92124771f8,3bd8052b3d,components,,Skating Skills,,,,0.5,,,1.92
92128514f5,742fb1da63,elements,,,,,8.3,,,,8.03
924dda2450,b0b5045921,elements,3,1Aq,q,,1.1,,-0.22,,0.88
92625314ad,2477bcd35e,components,,Transitions,,,,1.0,,,2.58
928dadbcf2,3bd8052b3d,elements,6,StSq1,,,1.8,,-0.18,,1.62
9295ecccaf,a69a41a5c0,elements,4,2T,,,1.3,,-0.61,,0.69
929f801344,233ed55b10,elements,2,1A+2Lo,,,2.8,,-0.23,,2.57
92ac2ac303,0c89133d31,components,,Performance,,,,2.5,,,2.33
92b252fb01,08843fac14,elements,2,2Lz,,,2.1,,0.0,,2.1
92b7a521dd,26a1a3bc5b,elements,8,CSSp2,,,2.3,,0.08,,2.38
92c04ceb3a,18f0b02a64,elements,5,StSqB,,,1.5,,-0.2,,1.3
92c2d18250,0ccca59e4b,elements,4,1A,,x,2.2,,-0.07,,2.13
92c9bd2cb7,3babb9fe8d,components,,Interpretation,,,,1.0,,,1.42
92db6567a9,4371e4dcd8,elements,2,StSq1,,,1.8,,-0.18,,1.62
932d080612,3be861abff,components,,Skating Skills,,,,0.5,,,2.08
93459e291e,40e368c142,components,,Performance,,,,2.5,,,2.67
93492a9df5,9b34a3206f,elements,3,1F,,,0.5,,0.02,,0.52
935370df70,42d83bdccb,elements,3,SSp1,,,1.3,,0.13,,1.43
9384ce62ee,6c858bc0ee,elements,6,1F,,x,1.0,,0.0,,1.0
938de881fc,4c23f1e6af,elements,,,,,8.5,,,,7.5
939cc54f48,bc2e828ed4,elements,4,StSqB,,,1.5,,0.0,,1.5
93abce7a94,ff71273c6a,elements,8,CSSp2,,,2.3,,0.15,,2.45
93c231102d,7ce5bb188f,elements,2,1S+1T,,x,1.6,,-0.01,,1.59
93d1e4c5d1,eb7b8172b4,elements,1,1A<+1Lo,<,,1.38,,-0.21,,1.17
93e34cea83,fdf4edffc3,elements,3,CSSp1,,,1.9,,-0.19,,1.71
93fb7e99ce,ed76f92308,elements,3,CCoSp2,,,2.5,,-0.25,,2.25
9415c82e48,fc471a28bf,elements,7,StSqB,,,1.5,,0.0,,1.5
9424a2577d,bab72c8bad,components,,Performance,,,,2.5,,,2.67
942d0b5f27,08843fac14,components,,Performance,,,,2.0,,,3.5
942de9dcb9,02f4eae2a0,elements,8,USpB,,,1.0,,0.1,,1.1
94354fbe7a,556273d14d,elements,5,StSq2,,,2.6,,-1.3,,1.3
943d432503,8b7c4d645b,elements,1,1A,,,1.1,,-0.37,,0.73
9450b70b85,d572716b32,components,,Transitions,,,,2.0,,,3.58
947c2d971d,84b68ab78e,components,,Performance,,,,2.5,,,2.83
948fd75f17,18f0b02a64,components,,Performance,,,,2.5,,,2.92
9492a54a17,fd1baaedea,elements,10,2A+1Eu<<+2S,<<,x,5.06,,-1.21,,3.85
94947ff31a,723cebacb2,elements,1,2S,,,1.3,,-0.3,,1.0
94a682c660,7ce5bb188f,elements,4,CSpB,,,1.1,,0.0,,1.1
94a9e89a7c,ff71273c6a,components,,Interpretation of the Music,,,,1.7,,,3.0
94abfc440f,742fb1da63,components,,Skating Skills,,,,1.0,,,2.25
94b8e82f17,e9b50dc122,elements,1,2S<<,<<,,0.4,,-0.2,,0.2
94c5cbf446,5079779ad0,elements,1,1Lz+1T,,,1.0,,-0.06,,0.94
94f4c1e7fb,6a777fab56,elements,1,2Lzq+SEQ+1A*,*,,1.68,,-0.91,,0.77
950bc20cd5,26a1a3bc5b,elements,4,CCoSp2,,,2.5,,0.0,,2.5
9531bdc709,3525629243,components,,Skating Skills,,,,1.0,,,1.5
954d2ae5e1,552c6c5564,elements,4,2S<,<,,1.04,,-0.21,,0.83
